1419429406 0 0 32
1419429494 2390 0 32
1419429781 2393 0 32
1419430016 2395 0 32
1419435908 2425 0 32
1419436106 2429 0 32
1419490468 2479 0 32
1419522042 2753 0 32
1419584085 2851 0 32
1419597619 3083 0 32
1419688142 3190 0 32
1419688213 3190 0 32
1419779053 3795 0 32
1419780981 3795 0 32
1419832222 4097 0 32
1419832250 4097 0 32
1419832486 4098 0 32
1419832604 4101 0 32
1419841254 4112 0 32
1419842577 4117 0 32
1419844327 4228 0 32
1419849502 5157 0 32
1419849581 5157 0 32
1419866823 5287 0 32
1419924761 5586 0 32
1419925120 45509 0 32
1419925320 45515 0 32
1419925632 45517 0 32
1419926478 59605 0 32
1419926882 59606 0 32
1419928633 59683 0 32
1419929979 59683 0 32
1419932156 59765 0 32
1419933135 59780 0 32
1419947543 60197 0 32
1419956149 60552 0 32
1419990301 60664 0 32
1419996380 60884 0 32
1420001988 60997 0 32
1420010515 61083 0 32
1420013530 61097 0 32
1420085726 61254 0 32
1420090654 61375 0 32
1420095513 61377 0 32
1420098243 61455 0 32
1420161083 61532 0 32
1420161116 61646 0 32
1420176390 62248 0 32
1420177595 62251 0 32
1420183110 62258 0 32
1420189765 62283 0 32
1420190332 62283 0 32
1420200171 62589 0 32
1420200278 62595 0 32
1420210726 62602 0 32
1420210845 62603 0 32
1420210955 62605 0 32
1420253974 62744 0 32
1420254824 62758 0 32
1420254944 62763 0 32
1420254998 62764 0 32
1420255395 62768 0 32
1420255447 62769 0 32
1420255612 62771 0 32
1420256263 62774 0 32
1420257319 62782 0 32
1420257757 62783 0 32
1420257814 62784 0 32
1420258506 62818 0 32
1420266172 63740 0 32
1420266532 66518 0 32
1420270171 66593 0 32
1420270257 66601 0 32
1420270847 66601 0 32
1420271734 66606 0 32
1420271771 66696 0 32
1420271866 66697 0 32
1420271946 66699 0 32
1420278367 66703 0 32
1420279793 66759 0 32
1420350956 67038 0 32
1420368989 67038 0 32
1420370394 67300 0 32
1420376758 67308 0 32
1420378280 67344 0 32
1420381654 67373 0 32
1420431341 67431 0 32
1420439376 67462 0 32
1420439599 67463 0 32
1420462631 67518 0 32
1420462714 67520 0 32
1420463142 67521 0 32
1420533108 68234 0 32
1420545651 69140 0 32
1420546988 69473 0 32
1420547445 69474 0 32
1420550326 69498 0 32
1420603683 69708 0 32
1420604287 69717 0 32
1420619810 69883 0 32
1420636657 69902 0 32
1420636717 69902 0 32
1420637910 69919 0 32
1420712694 69996 0 32
1420716906 70052 0 32
1420728330 70087 0 32
1420729835 70137 0 32
1420800478 70360 0 32
1420800512 70361 0 32
1420864368 70721 0 32
1420869494 70722 0 32
1420888798 71017 0 32
1420889926 71071 0 32
1420890451 71072 0 32
1420963082 71219 0 32
1420965289 71242 0 32
1420979613 71322 0 32
1421145911 71550 0 32
1421146137 71551 0 32
1421417031 71698 0 32
1421460800 71715 0 32
1421468372 71720 0 32
1421470184 71792 0 32
1421470603 71792 0 32
1421472152 71857 0 32
1421472480 71858 0 32
1421511182 72018 0 32
1421558635 72053 0 32
1421559943 72067 0 32
1421565213 72076 0 32
1421570567 72117 0 32
1421570817 72122 0 32
1421662133 72234 0 32
1422018594 73083 0 32
1422021920 73152 0 32
1422061799 73177 0 32
1422068475 73248 0 32
1422080885 73251 0 32
1422179095 73625 0 32
1422179206 73625 0 32
1422179422 73633 0 32
1422179465 73634 0 32
1422183271 73649 0 32
1422367487 73651 0 32
1422367637 73651 0 32
1422530957 73652 0 32
1422533126 73653 0 32
1422538944 73716 0 32
1422539845 73723 0 32
1422608786 73723 0 32
1422622910 73836 0 32
1422685479 73939 0 32
1422688197 74104 0 32
1422768473 74275 0 32
1422768489 74275 0 32
1422793435 74367 0 32
1422834471 74548 0 32
1422888351 75603 0 32
1422888492 75604 0 32
1422888565 75606 0 32
1422890177 75626 0 32
1422890332 75627 0 32
1422890962 75639 0 32
1422952150 75658 0 32
1422955465 75785 0 32
1422955787 75789 0 32
1422961891 75790 0 32
1422963592 75991 0 32
1422964827 76076 0 32
1422968210 76135 0 32
1422968254 76135 0 32
1422969907 76180 0 32
1423062794 76300 0 32
1423063274 76305 0 32
1423138003 76388 0 32
1423138396 76407 0 32
1423145228 76409 0 32
1423214251 76468 0 32
1423215732 76473 0 32
1423226529 76624 0 32
1423226544 76624 0 32
1423230695 76644 0 32
1423274656 76770 0 32
1423274692 76771 0 32
1423274718 76772 0 32
1423285965 76835 0 32
1423288674 76877 0 32
1423291850 77483 0 32
1423292818 77484 0 32
1423293133 77496 0 32
1423294773 77537 0 32
1423294823 77538 0 32
1423305761 77776 0 32
1423310545 78000 0 32
1423310598 78001 0 32
1423313526 78220 0 32
1423320050 78348 0 32
1423320315 78348 1 32
1423382152 78431 1 32
1423384059 79807 1 32
1423384126 79807 1 32
1423387759 79870 1 32
1423387788 79870 1 32
1423388048 79874 1 32
1423388236 79879 1 32
1423455454 79996 1 32
1423462091 80002 1 32
1423462714 80013 1 32
1423462768 80014 1 32
1423462989 80015 1 32
1423477428 80137 1 32
1423477490 80138 1 32
1423477598 80139 1 32
1423560992 80344 1 32
1423648594 80554 1 32
1423648615 80554 1 32
1423652486 80559 1 32
1423653352 80577 1 32
1423734773 81090 1 32
1423840453 81305 1 32
1423890103 82473 1 32
1423891995 82475 1 32
1423900304 82560 1 32
1423900916 82583 1 32
1423900981 82584 1 32
1423901208 82586 1 32
1423901221 84608 1 32
1423903480 84651 1 32
1423903917 84653 1 32
1423912386 84743 1 32
1423912632 84743 1 32
1423913235 84750 1 32
1423926735 85903 1 32
1423982158 86038 1 32
1423984982 86055 1 32
1423994099 86056 1 32
1424071366 86312 1 32
1424071380 86312 1 32
1424086208 86365 1 32
1424086475 86366 1 32
1424087348 86368 1 32
1424087518 86369 1 32
1424089067 86370 1 32
1424091535 86373 1 32
1424091583 86374 1 32
1424330347 86441 1 32
1424351630 86576 1 32
1424408598 86637 1 32
1424442895 86705 1 32
1424442927 86764 1 32
1424500645 86908 1 32
1424509281 88993 1 32
1424509429 88999 1 32
1424509827 89002 1 32
1424510148 89004 1 32
1424512422 89004 2 32
1424532334 89004 8 32
1424533064 89022 8 32
1424592452 89031 8 32
1424941949 89087 8 32
1424947577 89092 8 32
1425028516 89121 8 32
1425028949 89137 8 32
1425031342 89144 8 32
1425040022 89164 8 32
1425093883 89241 8 32
1425098081 89297 8 32
1425106562 89320 8 32
1425108825 89386 8 32
1425112373 89423 8 32
1425120967 89728 8 32
1425126081 89761 8 32
1425126106 89761 8 32
1425127181 89762 8 32
1425186290 89862 8 32
1425187296 89865 8 32
1425202728 90096 8 32
1425203117 90111 8 32
1436101220 90174 8 32
1436171698 90334 8 32
1436172110 90334 8 32
1436701504 90472 8 32
1436701583 90480 8 32
1436703298 90489 8 32
1436760950 90518 8 32
1436762732 90537 8 32
1436798112 91160 8 32
1436798198 91162 8 32
1436952772 91171 8 32
1436968793 91246 8 32
1437036523 91289 8 32
1437037449 91296 8 32
1437212067 91796 8 32
1437212143 91873 8 32
1437220137 92038 8 32
1437274922 92056 8 32
1437275351 92059 8 32
1437275378 92059 8 32
1437281256 92064 8 32
1437281273 92064 8 32
1437472159 92092 8 32
1437736154 92160 8 32
1437736183 92160 8 32
1437798973 92183 8 32
1437814328 92186 8 32
1437818682 92222 8 32
